text,sentiment
"I've waited 13 years for tonight. #LCFC #championsleague @ King Power Staduim https://t.co/wuf07kqf87
",positive
"CSKA MOSCOW'S goalkeeper hasn't kept a clean sheet in 38 #ChampionsLeague games #spurs
",negative
"""Wonder what team will Wenger start tomorrow against Basel? After a fortunate draw away from home at PSG we must get the 3 points. #AFC #UCL""
",neutral
"Big Match toniiiiight!!! Real Madrid VS Dortmund can't wait!! Gonna be siiiiiiick!! #ChampionsLeague #HalaMadrid ?
",neutral
"I've taken all the Leicester players out my dreamteam to ensure a victory tonight. #UCL
",positive
"""Juve have won the trophy twice in 1985 and 1996 but have lost in the final six times – more than any other Club.… https://t.co/5zzZtQWH7Z ""
",neutral
"@kschmeichel1 Good luck tonight Kasper #safehands #ChampionsLeague
",positive
"Match day! very excited and can't wait for Dortmund vs Real Madrid.#UCL
",positive
"""This half day at work better fly by. Champions League at Filbert Way BRING IT ON!!!! #LCFC #UCL #Dreamland #UpTheCityDownTheBeers""
",neutral
"Only one day til #AtletiFCB ??? Who else is as excited as me? It's time for a @FCBayern win against a spanish team ???? #ChampionsLeague #ye
",positive
"I think Dortmund v Real Madrid is the one to watch tonight. #UCL #Dortmund #RealMadrid
",positive
"Celtic have a massive task tomorrow #Celticpark against Manchester City #UCL
",neutral
"Can Leicester get yet another win in the Champions League? They drew 1-1 with Copenhagen.  --&gt;… https://t.co/2P9hMJ5a75
",neutral
"When u realise its #ChampionsLeague today ????
",neutral
"Man City’s Champions League hopes are still ALIVE... https://t.co/X30I8l4iCx #ChampionsLeague 
",positive
"The boys don dey ready  ???? #UCL https://t.co/yWOujnlM2T
",neutral
"""Santi must be the happiest guy in the world""""@ChampionsLeague: Santi Cazorla ???????? #UCL https://t.co/RwHbdjBPdP""""""
",positive
"@Arsenal welcome back bud!!!Gud to see u back nd we will not give up on u or any other #Arsenal player ever
",positive
"""impressive well done! #FairPlay #CR7 #ChampionsLeague #football #goal #record #share #Striker #Portugal https://t.co/dI7VrfevoF ""
",positive
"I'm sure that Dortmund will win today against Madrid ! #BVBRMA #ChampionsLeague
",positive
"""Today's the day! We're Champions League man come on! #DillyDingDillyDong #LCFC #Champions #KPStadium #UCL #FCPorto… https://t.co/ayaYYnXwHG""
",positive
"""Got a bad feeling about tonight's game in Russia. Few key players missing I'd be happy with a point that's for sure. #thfc #ChampionsLeague""
",negative
"Are any #LCFC fans able to concentrate at work on the day your team plays it's first ever #ChampionsLeague home tie… https://t.co/wLPWn4QEof
",neutral
"Real/Dortmund could be great #UCL
",positive
"Hala Madrid! Fuck it up Madrid #UCL #ChampionsSofa https://t.co/dZUtLJmY00 
",negative
"Thiago Alcantara says Bayern Munich will not seek revenge against Atletico Madrid  https://t.co/9GaMXclJLx #ChampionsLeague
",neutral
"Hw can you even compare Ronaldo to Zidane? Common sense is not common sha Zidane is 100% better in any level #UCL #HalaMadrid #FIFA #legends
",positive
"If Cristiano Ronaldo score 3 today  in the #UCl he will be the first to score 100 in champion league
",neutral
"Moussa Sissoko ruled out of Champions League tie with CSKA Moscow https://t.co/MYgn75S2NK #thfc #coys #UCL #ChampionsLeague
",neutral
"Good luck to #THFC in tonight's #ChampionsLeague match. @SpursOfficial  have once again donated an incredible aucti… https://t.co/C0AGqXuoAk
",positive
"Can't wait to see us beat City tomorrow night! Bring it on ??? #UCL 
",positive
"""This guy made Maradona think twice before asking for the ball and when he speaks about Juventus he lost his emotio… https://t.co/Ge2W7BEGeP""
",neutral
"Win or lose I'm always going to love you but I believe we can beat Madrid @BVB #BVBRMA #UCL 
",positive
"""I'm gonna go #Dortmund 5 #RealMadrid 1 @LaLigaLoca's prediction for today's #ChampionsLeague clash""
",neutral
"PSV has safely landed in Russia! #PSV #UCL https://t.co/RW2VNQW1q8 
",neutral
"""An unrelenting #FCBayern tough-as-nails Atltico. A megaclash is expected on Wednesday https://t.co/ddwkUmIqVC… https://t.co/PnqD91XcWS""
",neutral
"Time to get ready &amp; head to the #lcfc #ucl fanzone in Jubilee Square before heading straight to the game ? #LEIPOR #WordsINeverThoughtIdType 
",positive
"""What happened to @Arsenal against Olympiakos and Monaco both at Emirates shows you simply can't underestimate teams in the #UCL ""
",neutral
"""Sooooo I'll have classes from 2:30pm till 9:05pm so that means you already know what I am going to do at history and culture of art #UCL ?? ""
",neutral
"Cristiano Ronaldo doesn't seem like great fun to train with does he? #UCL  https://t.co/1LmeoVNdGO 
",negative
"#Dortmond vs #RealMadrid could be a classic tonight. Fancy #Dortmond to get a result. #ChampionsLeague
",neutral
"Barcelona and Manchester City should not play on the same day...u miss a lot of good action #UCL
",positive
"Gabriel Jesus confirms “I said no to #Inter and #Juventus” not least because “I’m an #ACMilan fan!”… https://t.co/PUKBKQQEFg
",neutral
"Started their #UCL Journey with a solid 3-0 win.. How will Leicester do tonight?  Leicester vs FC Porto  BET:… https://t.co/7EHoE38YKP
",neutral
"@chathamtap I took off work so I hope you'll grace me with some #LCFC #ChampionsLeague today!  #LeiPor 
",positive
"Can't wait to get in and fire up #Fifa17 while watching the #ChampionsLeague it's a hard life!
",positive
"""There’s a packed UEFA #ChampionsLeague schedule tonight including Leicester City v FC Porto &amp; CSKA Moscow v Spurs… https://t.co/tcDDW32hrg ""
",neutral
"5-time winners Bayern have lost to the 3 La Liga giants at the semifinal stage over the past 3 seasons #ChampionsLeague 
",neutral
"Hope we'll shut big mouth of German side tonight #UCL #HalaMadrid
",positive
"Let's go Borussia Dortmund! You can do it! @BVB  #dortmundrealmadrid #ChampionsLeague #BVBRMA https://t.co/MEJGobsjog 
",positive
"Great to see @Leicester_News’ former New Walk Centre site under development. Watch this space! #Leicester https://t.co/lyT3gIra5P
",positive
"Really looking forward to #CelticVsCity in the #UCL tomorrow!  Should be a cracking game.  Injuries or not @ManCity should win this one ????
",positive
"Atletico Madrid lessons can inspire Tottenham in #UCL - Alderweireld https://t.co/PdD9QTyBdI
",neutral
"Both my fav team playing this morning !   BVB vs Real Madrid #UCL
",positive
"""Juve are unbeaten in their last three #UCL meetings with Real Madrid since a 2-1 loss in 2013/2014 season… https://t.co/KVN1HIYhiQ ""
",neutral
"Which #UCL match are you most looking forward to this evening?
",neutral
"I might cry again tonight... ?? #lcfc #UCL
",neutral
"""Andreas Beck: ‘We are in a balanced #UCL group. To qualify we must win our home matches.’ #Be?ikta? https://t.co/IxmirnozY5""
",neutral
"""Arsenal or PSG to win and both teams to score is 2/1 Both teams missing vital players in defence #EasyMoney #Arsenal #PSG #UCL #Betfred""
",neutral
"How I think Arsenal can get a positive result this evening against PSG. #AFCvPSG #afc #psg https://t.co/neGisxgfsb 
",neutral
"More #UCL action tonight and British teams/refs in action. ?? #Arsenal v #PSG ? @ChampionsLeague ? 23/11/16 ? 7:45p… https://t.co/ECxBwEOaLV 
",negative
"Neymar Prosecutors in Barcelona Fraud Case Seek 2-Year Jail Term After… https://t.co/JmdN78vvsI #Soccer #WorldFootball #LaLiga #FCBarcelona
",neutral
"Just awesome... same to same.. @justinbieber n #Messi ?? https://t.co/zq71hg7GBJ 
",neutral
"6hours and 30 minutes to go when the Magical #Messi will be in action. #ForcaBarca #VISCAELBARCA
",positive
"Going to the #Arsenal  vs #PSG wohoooo! 
",positive
"PSG have the highest percentage of completed passes of all teams this #UCL season (85.44%). #AFCvPSG #Arsenal #PSG
",neutral
"The calm before the storm #FCBarcelona https://t.co/Gkyttd7001
",neutral
"I hope he never leaves because he belongs to Barcelona  Jose Mourinho discusses Lionel #Messi #FCBarcelona #MUFC… https://t.co/XNw1B07mSO
",neutral
"#Juventus is onto the next round after beating #Sevilla 3-1. Alex (@alexclapham) shares his… https://t.co/3iXyeRRGGD https://t.co/INq0BjSiPT 
",positive
"""#PSG defender #SergeAurier denied entry visa to the #UK for the #ChampionsLeague game v #Arsenal  The future with #Brexit?""
",neutral
"ust an average Wednesday really #uefachampionsleague #arsenal #psg @ Emirates Arsenal Stadium https://t.co/y65XiUkkS1 
",neutral
"""My team  my Dream  My life !!!! #PSG #ARSPSG #london @ Emirates Arsenal Stadium https://t.co/u5LfjZt0le""
",positive
"It's too obvious. #arsenal are going to beat #psg win the group and lose to freaking Bayern in the round of 16 
",positive
"Today #PSG will hopefully deliver submission ! ? https://t.co/dDYkIz6MPM 
",neutral
"Neymar Discusses Barcelona's 'Abnormal' 4-0 Champions League Defeat to… https://t.co/59pqPmKYuF #Soccer #WorldFootball #LaLiga #FCBarcelona 
",neutral
"Barcelona crashed to humiliating 4-0 defeat by PSG in the Champions League! #tipwin #FCBarcelona #LuisEnrique… https://t.co/arwXBU94sC 
",neutral
"They have done it on their own backyard so can we do it too on our own turf? FEELING POSITIVE ??? #UCL #FCBPSG @FCBarcelona 
",negative
"Ms Que Un Club (HD/HFR) I believe in this team I believe in Luis Enrique I believe that we are going to win #FCBPSG https://t.co/RNZB0wvBGP 
",positive
"iam so sad my valentine @FCBarcelona  broke my heart #FCBarcelona 
",negative
"""After last night's result should #FCBarcelona consider one of these candidates to replace Enrique? #repost  ?… https://t.co/RcOVkicZdu ""
",negative
"As long as Andre Gomes don't  play we have a chance to turn this on #FCBPSG #UCL #ChampionsLeague #FCBlive #Bara 
",neutral
"Woke up to a 4-0 thrashing of @FCBarcelona by PSG! ??We need to turn this around! Buckle up guys!! #FCBPSG #BarcaVsPSG #FCBarcelona 
",positive
"""Never give up and stay strong we will always be there for you @FCBarcelona #FCBarcelona #support #StrongerTogether https://t.co/StznNQiAXu ""
",positive
"#FCBarcelona #Barca #Blaugrana Neymar Discusses Barcelona's 'Abnormal' 4-0 Champions League Defeat to PSG https://t.co/8CoyiyCTvJ 
",negative
"This defeat was the joint-heaviest for #FCBarcelona in European Competitions in the club’s history. @Muneeb313_… https://t.co/oa5xE2h09M 
",negative
"#FCBPSG The biggest massacre in paris since the november 2015 terror attacks.. 
",negative
"#FCBPSG Roses are red violets are blue barcelona got raped by the men in blue 
",negative
"""You either die a hero or you live long enough to see yourself become the villain #FCBFans #FCBarcelona #Barca #LuisEnrique #Out ""
",neutral
"#FCBPSG .... PSG= please stop goaling 
",negative
"#FCBPSG Messi realising he has all the money in the world and that he couldnt give a fuck anymore 
",negative
"#FCBPSG Luis suarez did nothing last night..mhe cud atleast bit someone 
",negative
"""I'm loving all the optimism going on but c'mon man let's be real... 4-0 ? we're gonna need a #miracle #FCBPSG https://t.co/JkvTE8OdWn ""
",positive
"Very sweet #revenge | #championsleague #football #soccer #DiMaria #RealMadrid #PSG #FcBarcelona… https://t.co/9MV5vd3rb8 
",positive
"Line-ups are in for @Arsenal vs #PSG! #UCL https://t.co/2LFaaNjT0v https://t.co/Earjg40F2c
",neutral
"GGGGOOOOOOOOOO GUNNNNNNNNNERSSSSS #arspsg #ARSENAL #AFCvPSG #afc #FOOTBALL #ENGLAND #PARIS #PSGARS #PSG https://t.co/haC2EIjpbX
",positive
"""Make me proud mother fucker #PSG ""
",negative
"""What time do Celtic kick off tonight """"Every 15 minutes I expect"""" #ChampionsLeague #Barca #FCBarcelona ""
",neutral
"Good luck #FCBarcelona
",positive
"COME ON BRACELONA #Messi #Barca #barcelonafc 
",positive
"Bring it on #FCBarcelona  !!
",neutral
"Im sure that #PSG team only has one French player in it ?? 
",neutral
"""All eyes on Christensen Thorgan Verarti.  #ucl #cfc #psg""
",positive
"""One of the ties of the groups tonight #AFC vs #PSG. Reckon Arsenal will take this 2-1. #UCL ""
",neutral
"Hey Arsenal fans ... you'll never have a player like that in your shitty team #PSG  #arspsg #Arsenal  #beckham 
",negative
"Let's see how #Arsenal get on against #France second best team #PSG
",neutral
"This #PSG team looks weak?
",negative
"""Who will win in the #UCL Quarter final  match at the Allianz Arena  Bayern munichs ground. ""
",neutral
"#HalaMadrid we will do it ????? 
",neutral
"We need to win a big game at home today @Atleti #AtletiLeicester #UCL #ForzaAtleti 
",positive
"Can't express how proud I am to be a diehard Juventus fan #FORZAJUVE 
",positive
"Dybala before and after Barcelona get the last laugh at the Camp Nou https://t.co/AXz9B2aKB2 
",neutral
"@ChampionsLeague Harry Redknapp and Bobby Robson 
",neutral
"""Very curious to see how @BVB will play tonight considering what happened yesterday. #BVBASM #ChampionsLeague ""
",neutral
"Europe's top 20 football clubs according to UEFA's coefficient rankings https://t.co/7J7qOR2cH1 #COYS https://t.co/kXXvrRdPjy 
",neutral
"@lewiswarby @PepsiMaxUK Hahaha can't be shying away from UCL tickets! 
",positive
"Good luck to @douglascosta tonight in the @ChampionsLeague vs Real Madrid #BayernReal #ChampionsLeague #monster https://t.co/bucmnQglYD 
",positive
"Except Leicester are in the Qtr Finals of the UCL and Spurs flopped in the early stages. Pathetic! @talkSPORTDrive 
",neutral
"Can't see this match being too dirty either after what happened last night so BTTS &amp; under 60 match booking points @ EVS is a class bet #UCL 
",negative
"""From the 14th 10 days #dubai?? shooting. Fashion and Portrait Photography Barcelona | New Delhi& https://t.co/5xWNRkFtaZ ""
",negative
"Big game today ? #HalaMadrid 
",positive
"I've never been a Cavani fan #AFC #PSG  #UCL 
",negative
"Nothing like watching a little #ChampionsLeague ?? for your bday #Arsenal #PSG 
",positive
"Never forget.. Will we see another legendary match tonight? #Celtic #FCBarcelona #CL https://t.co/cez1RzNJTI
",positive
"Is it me or is #Messi limping? Please tell me his not injured #CELBAR #FCBLive #FCBarcelona #ForaBara #UCL
",negative
"Rarely seeing any comments in English and mostly in French with the #ARSPSG hashtag lol. #Arsenal #PSG 
",neutral
"Messi will be Barca captain for today's game against Celtic. #Messi #FORCABARCA #UCL #FCBCeltic
",neutral
"""Stat: Messi will play his 110th Champions League game surpassing Paolo Maldini. #Messi #Ucl ""
",negative
"#PSG have always had a tradition of exceptionally talented playmakers .. after #Okocha came the greatest .. #Ronaldinho .. now .. none! 
",negative
"@mertesacker @Arsenal THE BEST OF THE BEST #Arsenal #PSG LIVE STREAM HD QUALITY: https://t.co/HNUU3luwL8
",positive
"t's been coming...#psg deservedly lead...cavani at the back post 
",positive
"Zidane is attempting to become the first coach to win the UEFA Champions League two years running #UCL #PepsiChampionFan 
",neutral
"Are you #TeamJuventus today? #UCLFinal #UEFA #ChampionsLeagueFinal JuventusFC https://t.co/YxoOmNz7Zq 
",neutral
"update score Juventes 1-2 Real Madrid . . #prediction #ucl #sikupingbesar 
",neutral
"#afc 0-1 #psg Cavani turns home Matuidi's cross. Had been coming. Poor start from Arsenal. 
",negative
