,player_x,Pos,sf_id,wg_avg_mp,wg_avg_min,wg_avg_gls,wg_avg_asst,wg_avg_gls_asst,wg_avg_value,wg_avg_ovrl,wg_avg_pot,wg_avg_pac,wg_avg_sho,wg_avg_pas,wg_avg_dri,wg_avg_def,wg_avg_phy,wg_avg_titles,wg_avg_num_titles,wg_avg_views_titles,wg_avg_comments,wg_avg_num_comments,target
561,jonathan parpeix,"DF,MF",201040,15.97,1076.40,0.00,1.88,1.88,210000.00,40.98,45.29,43.03,31.33,39.76,38.41,40.32,46.29,0.70,12.53,61555.69,1.02,25.74,0
562,steve leo beleck,FW,201044,6.12,197.23,4.23,0.00,4.23,618332.46,21.37,25.47,25.46,20.02,15.06,19.11,6.20,25.00,0.97,5.32,3595.80,0.73,56.46,0
563,riccardo saponara,"FW,MF",201046,7.17,782.58,-3.50,-3.34,-1.33,5950000.47,49.53,55.53,51.64,45.29,47.95,52.79,19.09,45.55,0.70,26.62,536310.00,0.74,144.44,0
564,lorenzo tonelli,DF,201049,23.35,1958.19,2.99,0.00,2.99,1540001.61,48.90,51.86,40.27,23.64,31.03,34.10,49.64,49.96,0.71,25.27,109787.26,0.97,23.88,0
565,nicolas de preville,"FW,MF",201073,14.13,896.39,2.57,1.30,3.40,1166667.27,48.13,53.20,55.14,48.83,39.45,49.58,21.09,41.34,0.88,12.87,555308.35,1.06,170.26,0
566,jordan massengo,MF,201077,16.46,1234.75,4.23,0.00,4.23,163333.53,6.03,8.67,9.33,5.16,5.81,6.47,4.29,8.89,0.70,2.86,11138.56,0.64,27.26,0
567,lorenzo laverone,DF,201079,19.36,1531.06,4.23,3.54,3.89,361667.38,45.02,49.66,57.38,36.47,42.22,44.09,41.02,50.17,0.72,19.43,30924.05,0.80,6.01,0
568,jake cassidy,FW,201105,8.23,491.18,4.23,4.23,5.06,151666.47,43.11,47.03,48.95,41.46,36.65,41.99,23.88,47.60,0.79,19.65,39685.08,1.11,20.82,0
569,zacharie boucher,GK,201138,14.36,1343.43,0.00,0.00,0.00,1633333.78,49.97,53.20,50.66,49.81,50.05,51.80,39.42,49.75,0.79,18.84,283781.68,0.75,121.72,0
570,mickael le bihan,"DF,FW",201145,24.03,1755.08,8.52,0.10,9.05,758333.93,43.99,47.43,49.77,38.89,37.53,44.47,36.88,47.65,0.72,20.82,423644.93,0.81,70.02,0
571,alex perez,DF,201149,6.24,563.94,4.23,0.00,4.23,186667.02,20.92,25.46,10.60,6.03,12.84,9.71,20.25,27.26,0.82,17.00,3688248.26,1.10,317.29,0
572,alvaro morata,FW,201153,12.58,612.10,4.78,-4.02,5.70,12133334.22,53.02,58.15,54.50,51.84,40.53,49.86,19.43,48.44,0.73,18.62,505536.90,1.07,112.90,1
573,ravel morrison,MF,201155,7.19,778.81,-2.84,-3.77,-2.27,1691667.71,50.74,58.35,54.16,45.31,50.90,54.19,30.84,45.28,0.75,26.27,1812103.45,1.06,217.15,0
574,adam thompson,DF,201212,6.10,304.20,0.00,4.23,4.23,151666.47,41.29,46.69,44.48,23.37,36.58,36.08,39.93,47.35,0.94,26.02,1257879.98,0.72,156.50,0
575,simone sini,DF,201222,15.20,995.04,4.46,5.06,5.87,169166.86,6.03,8.67,5.16,0.69,3.00,3.43,7.57,8.01,0.90,4.99,2492.64,0.78,8.90,0
576,filippo carini,"DF,MF",201244,2.55,621.59,0.00,0.23,0.23,151666.22,22.71,24.72,19.78,7.84,10.55,11.06,23.37,25.91,0.71,17.37,60759.07,1.36,2.77,0
577,thibault moulin,MF,201257,20.34,1617.10,2.00,1.17,2.81,455000.41,42.55,47.24,44.21,36.07,42.09,44.36,38.65,46.29,0.70,13.33,46519.71,0.68,35.10,0
578,nicola leali,GK,201299,23.79,2145.47,0.00,0.00,0.00,3780000.21,48.61,56.49,50.69,47.65,41.53,52.58,22.40,45.60,0.71,28.81,190260.66,0.89,79.02,0
579,angelo bencivenga,DF,201308,-0.70,258.37,-3.53,-3.76,-3.89,209999.71,7.13,9.78,10.44,0.07,3.86,5.60,6.91,8.23,0.81,19.98,23106.42,0.85,5.45,0
580,camillo ciano,"FW,MF",201313,21.44,1451.98,6.87,3.68,10.02,886667.37,45.75,49.92,53.22,42.89,43.15,46.91,21.55,41.27,0.85,32.10,67897.48,0.73,6.53,0
581,torbjørn agdestein,FW,201337,8.15,71.90,0.00,0.00,0.00,81667.27,41.30,46.90,48.30,41.30,26.60,35.00,23.10,41.30,0.70,-3.56,1512.21,1.23,25.67,0
582,alessandro iacobucci,GK,201352,15.97,1501.16,0.00,0.00,0.00,606666.98,45.77,50.89,46.25,45.77,43.94,46.69,30.10,45.29,0.71,18.53,16755.50,0.80,2.36,0
583,marcao,GK,201361,-4.12,33.52,0.00,0.00,0.00,11653.31,44.62,50.83,44.69,44.69,36.17,50.42,26.60,42.47,0.70,-3.29,353443.41,0.27,5.17,0
584,jeison murillo,DF,201377,19.75,1745.23,-4.01,0.23,-3.77,4433335.33,51.83,55.12,46.69,23.96,32.51,37.20,52.53,53.44,0.74,21.57,725813.08,0.17,57.03,0
585,junior tallo,FW,201380,13.01,787.40,3.51,0.23,3.75,1166667.27,46.46,53.20,48.96,46.46,42.22,45.98,20.13,48.24,0.77,23.28,71106.05,0.84,12.38,0
586,simone dell'agnello,FW,201386,-2.83,45.66,-3.76,0.00,-3.76,186666.32,30.11,34.24,30.33,29.18,20.61,29.84,10.54,33.13,0.71,8.50,13488.78,1.37,4.04,0
587,cristiano biraghi,"DF,MF",201389,16.74,1305.09,0.00,0.23,0.23,1283334.21,46.76,53.67,55.51,37.37,40.71,44.83,44.70,50.52,0.68,17.66,1375755.65,1.56,47.40,0
588,domenico danti,FW,201394,-4.12,19.42,0.00,0.00,0.00,81665.82,6.91,8.23,9.78,6.91,6.03,7.13,-0.34,5.81,0.70,9.57,9425.52,1.55,15.59,0
589,rafinha,MF,201400,21.12,1572.73,1.51,-2.87,3.86,7350000.41,52.13,56.29,54.36,48.82,47.81,55.17,35.82,46.23,0.88,6.16,814353.63,1.07,92.59,1
590,matt doherty,"DF,MF",201417,10.55,836.64,0.70,-3.53,0.57,408334.28,44.17,49.00,46.15,28.85,39.76,43.22,44.14,48.18,0.68,15.11,25198.81,0.19,17.01,1
591,yaw asante,MF,201443,-4.24,19.42,0.00,0.00,0.00,87499.15,6.47,8.23,8.45,4.29,6.69,6.69,3.22,8.67,0.70,7.27,63419.85,-3.53,2.36,0
592,daniel lafferty,DF,201491,5.42,644.08,0.00,-4.12,-4.12,350000.00,43.92,47.61,52.79,31.77,39.99,43.75,44.14,44.55,0.66,13.95,29277.49,0.62,25.08,0
593,jakub sylvestr,FW,201495,23.13,1829.92,7.57,3.15,10.46,1073333.84,48.56,51.10,58.13,48.10,39.93,49.48,18.91,43.66,0.68,13.72,64852.72,0.94,18.38,0
594,david lopez,"DF,MF",201505,13.66,1461.97,-3.77,-3.53,-3.56,3570001.99,49.62,53.32,43.27,44.20,42.68,43.41,48.26,56.25,0.54,26.22,2216177.91,1.08,139.89,0
595,layvin kurzawa,DF,201510,15.75,1223.51,1.17,3.06,4.23,6510003.39,49.43,55.65,53.97,40.69,45.15,46.75,49.15,48.26,0.62,20.03,833155.13,0.61,118.57,1
596,elias kachunga,"FW,MF",201514,14.92,971.88,3.40,3.28,5.89,1155001.63,46.95,52.53,55.59,47.43,38.43,50.20,15.73,34.34,0.83,19.36,67029.22,0.77,32.73,0
597,jordan veretout,MF,201519,22.06,1727.21,7.54,3.97,6.50,3733334.18,50.26,57.89,46.23,48.40,49.10,48.42,43.73,49.22,0.85,19.93,2164786.87,0.95,226.11,1
598,steven zellner,"DF,FW",201522,-1.40,239.16,0.00,0.00,0.00,209999.21,42.70,46.90,37.80,37.80,39.90,42.70,38.50,51.36,0.93,-3.89,1214.65,1.25,30.79,0
599,paul-georges ntep,"FW,MF",201533,20.09,1467.38,6.16,2.53,8.52,3733335.33,49.80,55.60,61.19,43.75,41.90,53.05,18.00,42.82,0.91,16.82,149128.38,0.88,98.76,0
600,ermin bicakcic,DF,201860,20.26,1811.75,0.22,0.00,0.22,2146667.07,51.37,54.14,45.32,25.20,34.30,31.54,51.82,52.08,0.92,16.49,148085.47,1.05,21.52,0
601,valentin eysseric,"FW,MF",201878,15.51,947.84,6.81,5.29,7.95,2508333.47,51.10,53.90,52.50,48.74,51.31,51.81,19.60,43.65,0.88,13.61,166072.50,0.95,98.67,0
602,anthony rogie,MF,201879,4.17,614.60,0.23,1.17,1.40,186667.52,5.38,8.01,5.81,3.86,5.60,5.38,1.73,8.01,0.70,0.00,0.00,0.84,313.12,0
603,alejandro rodriguez,FW,201883,13.78,512.10,4.16,4.23,4.55,373334.53,44.37,50.65,53.20,44.61,34.28,45.28,21.44,39.20,0.79,13.97,4230816.55,1.09,230.89,0
604,robbie brady,"DF,FW",201884,17.35,1225.36,-3.56,2.12,3.52,2683334.09,49.49,54.38,55.99,41.85,46.94,51.63,34.78,41.78,0.74,25.12,5835767.25,0.91,886.60,0
605,yacouba sylla,MF,201917,9.47,688.47,0.00,-3.29,-3.29,1399999.56,46.83,51.74,51.59,32.82,41.91,43.70,44.36,58.35,0.67,16.57,79942.21,0.95,50.17,0
606,callum harriott,MF,201927,15.05,842.83,1.27,-3.29,1.62,186667.87,40.23,48.17,60.22,30.97,34.14,46.76,16.60,40.60,0.81,21.01,125130.12,0.80,72.11,0
607,cristiano piccini,DF,201939,13.67,919.01,0.00,-3.89,-3.89,536666.92,44.61,52.01,47.59,17.67,35.93,41.78,46.21,47.16,0.75,17.15,38944.11,0.81,5.38,0
608,loick landre,DF,202002,18.04,1547.28,-4.24,0.00,-4.24,1143334.92,45.79,52.71,42.37,23.10,34.30,36.20,45.79,47.28,0.78,16.36,200817.55,0.55,120.57,0
609,alberto libertazzi,FW,202026,-4.12,18.51,-3.76,0.00,-3.76,104999.40,7.13,9.78,7.13,7.35,2.15,6.03,-1.14,8.23,0.58,2.22,3866.86,1.16,52.58,0
610,nicolas benezet,"FW,MF",202035,16.08,1183.67,-3.09,-3.45,-1.31,991667.02,47.63,52.99,62.27,42.26,44.10,50.67,19.66,31.50,0.90,22.41,389363.73,0.88,131.29,0
611,benik afobe,FW,202052,9.17,399.39,0.93,-3.76,0.82,3733351.18,46.72,52.32,57.86,46.25,39.70,46.73,17.42,46.95,0.83,24.58,233656.42,0.99,142.12,0
612,enej jelenic,"FW,MF",202084,17.40,969.39,6.36,6.11,8.01,420000.70,44.57,52.47,50.88,39.65,43.40,45.25,27.89,42.93,0.70,3.00,5910.54,1.41,0.91,0
613,marvin knoll,"DF,FW",202106,2.19,144.75,-3.76,0.00,-3.76,128333.08,22.05,25.67,27.73,18.21,22.02,24.30,16.86,23.86,0.70,7.08,6404.24,0.74,2.70,0
614,alfredo morales,"DF,MF",202107,18.13,1308.80,1.53,8.11,5.29,630000.95,46.02,50.17,47.38,34.76,43.50,46.69,43.85,48.84,0.72,20.24,412323.20,0.75,87.87,0
615,harry kane,FW,202126,8.17,365.57,1.98,0.00,1.98,6650003.39,49.83,55.58,50.41,50.29,44.48,49.81,22.96,47.82,0.89,24.08,10263090.62,0.86,1412.58,1
616,stefano sturaro,MF,202135,9.05,591.04,0.23,-3.29,-3.06,2741669.67,47.07,52.86,47.39,44.09,48.66,47.08,43.16,46.07,0.84,26.34,511458.62,0.98,148.07,0
617,liam mcalinden,"FW,MF",202180,5.28,150.20,0.70,0.00,0.70,70014.30,40.68,50.66,48.79,40.65,30.16,38.36,17.84,36.07,0.76,12.59,43550.13,1.02,21.49,0
618,akaki gogia,"FW,MF",202271,22.04,1660.91,6.73,4.68,9.79,402499.87,31.76,35.20,33.62,29.87,29.89,34.76,14.09,25.42,0.64,7.48,24177.48,0.97,7.28,0
619,diego demme,"DF,MF",202325,17.76,1322.65,0.00,1.53,1.53,525000.06,45.76,49.28,51.23,36.13,43.37,49.23,41.22,48.06,0.71,5.72,37888.76,1.35,5.85,0
620,abdoulay diaby,"FW,MF",202330,14.41,945.96,6.08,2.42,7.73,1073334.22,46.29,50.17,57.49,44.66,45.02,46.45,32.36,43.65,0.70,2.93,43287.46,1.52,14.88,0
621,jonathan zongo,"FW,MF",202379,16.40,863.26,1.53,0.44,2.13,793334.04,45.86,49.56,62.28,42.59,32.49,46.77,24.57,48.61,0.90,11.98,30325.81,0.23,24.69,0
622,hernan,"DF,MF",202413,16.33,1100.31,1.88,4.23,2.36,466666.98,47.39,50.44,44.39,33.35,44.80,40.15,45.54,50.23,0.79,13.83,456506.33,1.30,64.26,0
623,andrea doninelli,MF,202415,7.70,432.43,-3.76,0.00,-3.76,128334.13,29.18,32.81,36.42,23.58,31.05,28.71,25.45,27.13,0.70,3.97,5447.33,0.86,24.90,0
624,kane ferdinand,"DF,MF",202420,14.07,801.95,-3.53,-3.66,-3.54,116651.92,41.75,48.22,53.17,38.25,40.13,40.58,36.62,46.90,0.81,27.39,6266862.65,0.99,530.92,0
625,abdelhakim omrani,"FW,MF",202426,9.03,517.88,1.17,4.23,2.00,175000.00,42.23,45.71,48.36,35.61,35.62,41.06,32.85,53.67,0.53,9.96,31561.65,1.19,12.50,0
626,bobby wood,"FW,MF",202428,9.01,392.33,-4.24,1.53,1.04,455000.69,45.28,49.70,59.32,43.40,37.85,47.38,19.30,43.92,0.82,26.90,1222003.88,1.05,455.50,0
627,danny da costa,"DF,FW",202429,14.70,1337.42,0.00,0.47,0.47,769999.77,47.38,52.92,52.79,30.37,42.74,47.61,45.72,51.63,0.78,22.80,3514841.73,0.82,219.98,0
628,rodrigo ely,DF,202445,22.02,1860.77,-3.76,-3.29,-3.66,723334.64,46.93,53.14,48.08,24.35,30.66,36.63,48.13,51.12,0.86,18.11,74382.48,0.97,85.69,0
629,john verhoek,FW,202456,19.98,1189.26,3.64,0.22,4.77,536666.45,46.89,48.52,44.55,48.04,39.20,40.86,23.80,53.22,1.07,9.01,32604.55,1.45,9.63,0
630,javier espinosa,MF,202476,15.03,1050.10,1.65,-3.19,2.76,1750000.60,46.48,51.61,49.68,36.15,46.50,49.31,31.83,35.10,0.79,19.07,236624.93,0.41,90.10,0
631,gerard deulofeu,"FW,MF",202477,20.99,1317.96,7.55,2.90,11.40,9099999.81,52.98,57.64,63.70,46.93,44.42,59.29,16.60,40.85,0.98,15.29,370503.26,1.00,101.97,1
632,aleix vidal,"DF,MF",202493,24.58,1828.95,3.27,3.60,6.92,3500001.39,50.48,53.27,63.25,43.98,44.24,52.59,22.84,52.99,0.86,20.53,1234544.76,1.36,136.99,0
633,david junca,DF,202501,12.73,935.40,5.06,0.47,1.88,280000.95,42.70,46.90,54.60,31.50,32.45,39.49,42.25,45.75,0.79,6.98,7578.38,1.54,2.65,0
634,giuseppe prestia,DF,202513,4.69,571.84,0.00,0.00,0.00,268333.20,28.91,33.77,28.96,15.14,18.62,19.39,28.63,31.56,0.59,10.05,11767.37,0.54,2.54,0
635,jese,"FW,MF",202515,16.05,999.74,5.28,1.82,9.12,9800000.19,52.98,58.10,60.89,50.44,48.60,58.32,18.11,38.95,1.05,14.14,2352379.98,1.11,299.00,0
636,borja granero,"DF,MF",202524,16.70,1040.95,1.17,0.23,1.40,186667.02,42.04,45.79,44.59,35.05,41.31,43.65,34.40,43.66,0.74,13.46,99672.88,0.14,7.20,0
637,alvaro rey,MF,202530,10.00,748.19,-4.01,-4.02,-3.57,396666.07,45.97,47.77,57.15,36.87,40.88,48.33,18.24,45.93,0.74,23.12,10719977.44,1.07,465.65,0
638,jota,MF,202541,20.95,1305.48,11.20,5.87,12.34,980001.99,46.72,52.50,47.43,40.79,45.31,50.90,17.91,39.03,0.72,9.54,969482.21,0.89,59.56,0
639,florian makhedjouf,MF,202546,16.76,924.53,1.17,0.70,1.87,256666.92,28.06,30.39,29.81,23.87,29.21,28.52,20.44,34.56,0.70,1.95,2863.82,1.22,10.60,0
640,alessandro de vitis,MF,202603,14.73,791.67,0.93,0.00,0.93,326666.07,43.11,50.29,45.72,39.64,43.59,46.13,31.73,50.14,0.70,7.51,16284.32,1.44,4.36,0
641,stefano giacomelli,"FW,MF",202644,22.99,1487.44,3.40,1.40,4.55,490000.44,30.36,33.60,36.40,28.47,26.13,33.13,14.06,24.60,0.79,21.56,31447.85,0.49,2.33,0
642,vincent le baron,"FW,MF",202679,-1.91,226.16,-4.24,-3.76,-4.26,69985.10,6.69,7.79,10.66,5.81,5.81,7.13,-0.94,6.69,0.72,5.60,23748.38,0.76,41.57,0
643,simone zaza,FW,202685,22.99,1778.42,8.44,1.40,9.89,5483335.06,52.09,57.16,54.38,51.19,39.51,51.87,21.88,50.40,0.99,29.17,357571.87,1.12,71.70,1
644,abdul razak,MF,202721,3.65,154.58,0.00,0.00,0.00,280015.35,43.88,50.82,52.72,33.60,45.06,46.20,37.80,42.70,0.71,11.64,564241.29,1.10,148.29,0
645,joseph mendes,FW,202727,11.52,433.48,0.82,-3.76,0.80,175000.00,42.22,46.86,44.32,43.40,35.00,42.00,22.19,41.08,0.77,18.30,347101.42,0.67,102.98,0
646,willy boly,DF,202750,10.29,1131.50,-3.76,-3.76,-4.12,1096666.34,47.81,53.81,47.46,23.80,38.87,28.04,47.78,53.46,0.87,13.47,102501.08,0.93,60.32,0
647,joe newell,MF,202771,18.89,1254.45,5.06,1.40,2.31,175000.00,40.61,46.89,55.52,38.45,39.62,44.02,39.20,26.69,0.67,15.63,253952.90,0.96,64.27,0
648,alessandro berardi,GK,202793,-3.76,-3.76,0.00,0.00,0.00,104999.40,29.15,32.84,28.93,28.00,26.13,30.80,24.73,29.87,0.75,32.22,1046015.60,1.29,47.64,0
649,kgosi ntlhe,DF,202795,16.37,1157.46,0.93,-3.29,1.04,163333.14,44.80,49.70,54.12,22.48,35.00,39.68,45.95,47.77,0.71,8.20,13303.44,0.88,68.00,0
650,cristian battocchio,MF,202827,18.84,1103.77,2.46,2.11,3.77,688333.58,46.42,52.71,52.50,42.96,46.42,51.10,39.64,40.60,0.77,18.59,102449.09,0.26,34.47,0
651,federico viviani,MF,202828,14.06,994.51,4.00,1.40,4.88,1540000.54,48.55,55.03,45.05,42.69,49.23,47.38,39.56,49.41,0.81,32.94,90123.26,1.21,19.80,0
652,reece wabara,DF,202832,5.71,284.92,0.00,0.00,0.00,81681.22,44.10,48.30,58.10,21.00,35.00,41.08,45.50,48.60,0.73,6.48,22409.01,1.08,29.48,0
653,gregoire defrel,"FW,MF",202851,23.91,1650.97,4.45,2.77,6.57,1715002.46,46.07,52.34,54.67,44.66,37.30,47.76,21.09,32.02,0.74,18.45,76795.14,1.21,23.29,0
654,thievy bifouma,"FW,MF",202882,16.38,1183.93,2.94,0.31,4.73,1866666.67,50.66,54.82,63.00,49.99,36.40,51.58,19.50,49.70,0.99,22.87,118793.05,0.87,53.25,0
655,leonardo spinazzola,"DF,MF",202884,10.32,424.11,0.70,2.11,2.46,385000.89,40.97,50.66,51.50,41.10,34.90,44.92,19.76,44.99,0.67,22.53,318607.63,0.26,21.96,1
656,tommaso ceccarelli,"FW,MF",202892,-4.24,11.33,0.00,0.00,0.00,198333.82,6.69,9.78,8.01,5.16,6.47,7.35,0.07,3.65,0.71,23.93,32787.32,-3.69,4.96,0
657,richard lasik,"DF,MF",202894,13.58,1095.82,0.47,0.23,0.70,361666.32,22.50,29.08,26.14,13.06,21.39,20.53,20.92,25.91,0.70,-3.05,16366.10,1.12,11.61,0
658,neeskens kebano,"FW,MF",202940,16.92,1117.53,6.03,8.47,9.26,1446668.85,47.44,52.04,53.76,44.99,45.81,49.76,20.39,44.81,0.75,17.93,216401.12,1.09,29.74,0
659,jack butland,GK,203042,13.40,1363.24,0.00,0.00,0.00,3266666.47,50.18,57.79,53.20,47.64,43.09,54.60,36.91,49.00,0.79,31.95,1138385.50,1.06,330.42,1
660,reece brown,"DF,MF",203059,6.58,343.12,0.00,0.00,0.00,105014.55,42.00,44.80,46.90,19.76,36.25,36.75,40.19,49.95,0.95,30.41,369546.18,1.14,114.41,0
661,josh vela,"DF,MF",203060,10.81,728.84,0.00,5.06,5.06,303334.28,45.95,54.81,48.47,32.90,46.65,48.96,36.30,45.16,1.00,21.23,76366.49,1.21,79.65,0
662,ryan tunnicliffe,MF,203069,12.58,777.26,4.23,-3.29,0.93,408349.03,45.53,50.40,47.82,38.98,44.62,43.73,43.18,48.08,0.89,13.09,71101.03,0.97,41.65,0
663,prince segbefia,MF,203127,10.98,717.04,4.93,4.23,5.76,525000.60,22.72,26.83,27.74,16.88,21.86,25.02,11.84,21.39,0.70,12.57,68572.19,1.41,33.98,0
664,thomas monconduit,"DF,MF",203128,18.96,1467.18,5.64,2.83,4.01,256666.42,22.76,25.70,24.35,6.20,17.33,15.35,21.86,28.20,0.64,8.14,298926.57,1.17,45.92,0
665,marcel franke,DF,203161,18.73,1437.67,6.59,4.46,7.25,210001.30,28.80,32.72,23.80,11.54,19.85,22.44,28.09,32.74,0.76,8.88,285604.11,0.99,11.78,0
666,scott wootton,DF,203264,7.85,573.92,-3.76,0.00,-3.76,140014.90,45.03,48.07,41.55,19.10,33.49,37.91,45.27,46.99,0.74,11.30,14765.51,0.89,13.35,0
667,valere germain,FW,203280,20.14,1137.38,4.28,0.66,6.46,2916666.36,51.14,55.50,52.76,52.05,47.26,52.30,20.45,45.75,0.90,26.10,188450.80,1.04,87.47,0
668,robert hall,"FW,MF",203355,11.82,624.37,4.23,1.26,2.09,501666.32,45.97,52.93,57.40,43.36,42.48,47.63,18.02,42.23,0.68,24.76,558101.26,0.81,109.57,0
669,ouasim bouy,"DF,MF",203399,7.47,473.48,-3.76,0.00,-3.76,466666.53,42.88,51.47,42.70,38.41,44.80,46.56,31.82,41.96,0.67,10.68,97937.43,1.23,35.87,0
670,elliott hewitt,"DF,MF",203428,6.27,491.82,0.00,0.47,0.47,175000.00,43.20,53.11,58.80,18.50,37.95,44.88,40.40,45.98,0.86,11.34,8650.62,0.11,3.06,0
671,tommie hoban,DF,203464,12.67,937.11,-4.12,4.23,0.10,583333.93,45.50,52.31,38.45,25.20,37.80,37.75,46.90,44.62,0.70,0.66,7662.04,0.44,1.08,0
672,jamaal lascelles,DF,203487,15.52,1039.99,4.69,0.00,4.69,1750001.80,45.57,56.69,45.29,17.41,31.05,37.10,45.35,49.04,0.95,18.99,73804.35,1.37,84.21,0
673,danny rose,FW,203500,1.01,60.67,-3.76,0.23,-3.53,105000.00,41.62,45.53,54.46,43.73,27.65,42.61,16.47,34.57,1.17,23.89,3270718.17,1.46,1216.82,0
674,bobby reid,"FW,MF",203502,9.02,395.18,0.70,6.12,3.02,128333.78,42.74,48.56,54.12,37.88,45.31,47.09,36.00,36.12,0.74,26.90,2303062.75,0.90,73.57,0
675,joe bryan,"DF,MF",203505,11.38,653.50,5.06,0.57,1.98,221666.96,44.59,51.83,55.41,37.91,42.26,45.75,44.53,44.50,0.72,25.85,448090.63,1.01,101.67,0
676,sammy ameobi,"FW,MF",203537,6.39,279.38,-3.76,-3.53,-3.89,2450000.44,46.72,52.04,56.52,44.84,42.98,50.23,22.69,43.21,0.85,18.12,768953.44,0.78,96.85,0
677,julian wiessmeier,"DF,FW",203542,12.00,638.74,1.88,-4.12,1.40,279999.53,22.27,26.12,27.72,20.22,19.78,24.52,5.83,18.85,0.70,4.23,8880.95,0.77,21.32,0
678,chris lowe,"DF,MF",203544,13.93,1193.90,4.23,4.23,5.06,933333.68,49.48,52.28,59.53,42.22,48.08,49.72,47.85,46.23,0.95,27.11,7818214.98,0.94,1012.35,0
679,nana welbeck,MF,203554,4.45,101.94,0.00,0.00,0.00,186666.82,21.10,28.40,30.23,16.18,20.43,24.06,17.51,22.50,0.40,2.81,3889.32,1.42,16.01,0
680,pepe selles,DF,203560,-4.24,43.83,0.00,0.00,0.00,23319.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,2.10,824.43,1.40,2.00,0
681,john stones,DF,203574,15.44,1206.93,4.23,0.00,4.23,8283335.04,49.55,55.81,48.37,25.39,41.85,43.33,50.46,49.28,0.78,29.00,4073990.34,0.69,289.51,1
682,ivan balliu,DF,203581,20.79,1792.09,0.00,-3.89,-3.89,770000.54,44.83,51.10,51.73,23.10,36.50,40.02,43.66,48.78,0.42,1.28,1193.82,1.40,1.76,0
683,adolfo miranda,MF,203584,0.33,326.87,0.93,0.23,1.17,93333.33,6.91,8.89,8.45,4.51,6.69,7.57,1.31,5.16,0.90,4.88,9897.28,0.76,-3.67,0
684,cristian galano,"FW,MF",203672,24.40,1570.42,4.43,3.18,8.05,1166667.87,48.62,53.46,59.77,42.85,43.73,50.47,21.09,41.71,0.78,29.97,308485.91,1.06,16.35,0
685,ale martin,GK,203678,-3.76,13.12,0.00,0.00,0.00,23319.38,18.66,22.47,18.66,20.02,20.92,19.11,15.51,17.76,0.64,12.60,4133865.45,0.95,210.69,0
686,mirko bigazzi,MF,203723,-0.61,150.50,-4.12,-3.76,-4.24,105000.00,44.10,47.76,55.82,39.20,40.38,45.71,28.00,41.80,0.70,0.10,589.66,0.58,5.36,0
687,manuel zeitz,"DF,MF",203754,11.65,720.54,0.93,0.00,0.93,314999.53,7.35,9.11,7.35,7.13,6.69,6.91,7.13,9.33,0.76,13.17,28838.18,0.67,15.64,0
688,ahmad benali,"FW,MF",203782,19.37,1318.64,8.92,4.46,9.48,466668.82,45.76,52.90,54.73,36.39,46.89,49.74,28.45,39.98,0.90,11.74,17693.38,0.44,4.77,0
689,odise roshi,MF,203786,16.96,701.13,1.75,-3.06,2.33,338333.08,45.47,49.16,62.77,40.60,41.50,48.05,28.00,42.95,0.63,10.64,243808.48,0.93,18.03,0
690,paul delecroix,GK,203815,20.63,1744.49,0.00,0.00,0.00,326667.87,46.51,48.83,48.08,46.02,43.12,48.83,30.45,44.27,0.70,17.90,79568.66,0.53,39.17,0
691,nils teixeira,DF,203833,19.01,1635.09,1.53,-3.79,1.54,384999.52,22.28,24.77,28.19,15.51,21.61,24.55,20.92,21.83,0.87,17.19,95819.58,0.09,12.16,0
692,yun ju-tae,"FW,MF",203834,9.74,404.83,1.30,-3.53,1.17,134166.14,43.18,47.56,54.60,38.07,40.60,49.00,19.20,41.06,4.46,0.47,215.44,1.08,6.05,0
693,gianluca korte,"FW,MF",203838,-3.03,110.42,-4.12,-3.76,-4.24,186666.32,42.00,46.61,51.77,43.66,38.98,44.58,17.61,38.98,0.93,-4.02,3478.47,0.54,5.68,0
694,raffael korte,MF,203839,14.69,1056.30,5.39,2.81,4.46,326667.02,45.53,47.60,55.56,40.12,43.21,48.33,26.60,39.70,0.93,0.34,3315.63,1.53,4.46,0
695,guido kocer,FW,203880,16.76,923.61,6.46,1.75,4.06,863334.53,45.06,48.30,55.06,43.92,43.40,46.94,18.63,40.60,0.55,2.89,22078.11,0.59,-1.81,0
696,koffi djidji,DF,203884,4.63,318.41,0.23,0.00,0.23,350001.20,43.27,50.41,46.53,18.30,28.13,34.41,43.53,45.97,0.69,5.95,52071.30,0.95,57.07,0
697,chaker alhadhur,"DF,MF",203885,9.12,633.98,0.00,0.23,0.23,571668.25,43.91,48.95,49.91,25.97,38.56,41.59,43.95,29.87,0.85,6.71,127392.75,0.81,125.64,0
698,adrien trebel,MF,203886,17.27,1044.14,0.93,2.00,2.68,1353334.98,47.88,52.68,54.38,39.95,47.20,49.93,33.69,46.90,1.15,9.59,61625.62,0.65,45.75,0
699,anthony knockaert,"FW,MF",203910,20.37,1442.06,-2.75,-3.05,-0.84,1750000.19,49.45,54.32,54.08,47.86,46.90,52.74,19.69,40.60,0.79,23.65,1383193.57,1.01,158.75,0
700,diego albadoro,FW,203911,7.08,335.57,5.64,1.30,2.79,52499.75,22.50,24.56,27.05,20.67,18.44,23.87,9.06,26.60,0.82,4.77,10049.81,0.76,14.85,0
